time,result
2024-12-15 01:37:38,win
2024-12-15 01:39:08,lose
2024-12-15 01:40:37,lose
2024-12-15 01:42:07,win
2024-12-15 01:43:37,win
2024-12-15 01:45:09,win
2024-12-15 01:46:39,win
2024-12-15 01:48:02,lose
2024-12-15 01:49:32,win
2024-12-15 01:51:02,win
2024-12-15 01:52:32,win
2024-12-15 01:54:02,lose
2024-12-15 01:55:37,lose
2024-12-15 01:57:02,win
2024-12-15 01:58:33,win
2024-12-15 02:00:02,lose
2024-12-15 02:01:32,win
2024-12-15 02:03:03,lose
2024-12-15 02:04:37,lose
2024-12-15 02:06:08,lose
2024-12-15 02:07:33,win
2024-12-15 02:09:04,win
2024-12-15 02:10:38,lose
2024-12-15 02:12:03,win
2024-12-15 02:13:38,win
2024-12-15 02:15:03,win
2024-12-15 02:16:37,lose
2024-12-15 02:18:04,lose
2024-12-15 02:19:32,lose
2024-12-15 02:21:03,win
2024-12-15 02:22:37,lose
2024-12-15 02:24:02,lose
2024-12-15 02:25:32,lose
2024-12-15 02:27:08,win
2024-12-15 02:28:33,lose
2024-12-15 02:30:08,lose
2024-12-15 02:31:37,win
2024-12-15 02:33:08,win
2024-12-15 02:34:37,win
2024-12-15 02:36:03,win
2024-12-15 02:37:32,win
2024-12-15 02:39:09,lose
2024-12-15 02:40:38,win
2024-12-15 02:42:08,win
2024-12-15 02:43:38,lose
2024-12-15 02:45:07,lose
2024-12-15 02:46:32,lose
2024-12-15 02:48:02,lose
2024-12-15 02:49:32,lose
2024-12-15 02:51:02,win
2024-12-15 02:52:31,win
2024-12-15 02:54:02,lose
2024-12-15 02:55:32,lose
2024-12-15 02:57:03,win
2024-12-15 02:58:37,win
2024-12-15 03:00:02,win
2024-12-15 03:01:33,lose
2024-12-15 03:03:03,win
2024-12-15 03:04:32,lose
2024-12-15 03:06:08,win
2024-12-15 03:07:38,win
2024-12-15 03:09:07,win
2024-12-15 03:10:38,win
2024-12-15 03:12:03,win
2024-12-15 03:13:39,lose
2024-12-15 03:15:09,win
2024-12-15 03:16:37,lose
2024-12-15 03:18:03,lose
2024-12-15 03:19:31,lose
2024-12-15 03:21:03,win
2024-12-15 03:22:33,lose
2024-12-15 03:24:02,lose
2024-12-15 03:25:36,win
2024-12-15 03:27:03,lose
2024-12-15 03:28:32,lose
2024-12-15 03:30:02,win
2024-12-15 03:31:33,lose
2024-12-15 03:33:08,lose
2024-12-15 03:34:38,win
2024-12-15 03:36:08,lose
2024-12-15 03:37:37,win
2024-12-15 03:39:07,win
2024-12-15 03:40:33,win
2024-12-15 03:42:07,win
2024-12-15 03:43:37,win
2024-12-15 03:45:07,win
2024-12-15 03:46:31,lose
2024-12-15 03:48:01,win
2024-12-15 03:49:31,lose
2024-12-15 03:51:02,lose
2024-12-15 03:52:32,lose
2024-12-15 03:54:02,win
2024-12-15 03:55:36,win
2024-12-15 03:57:01,lose
2024-12-15 03:58:36,lose
2024-12-15 04:00:07,win
2024-12-15 04:01:37,win
2024-12-15 04:03:06,win
2024-12-15 04:04:37,lose
2024-12-15 04:06:06,win
2024-12-15 04:07:37,lose
2024-12-15 04:09:07,lose
2024-12-15 04:10:37,win
2024-12-15 04:12:07,lose
2024-12-15 04:13:37,lose
2024-12-15 04:15:02,win
2024-12-15 04:16:31,win
2024-12-15 04:18:01,lose
2024-12-15 04:19:33,lose
2024-12-15 04:21:02,win
2024-12-15 04:22:36,lose
2024-12-15 04:24:07,win
2024-12-15 04:25:36,win
2024-12-15 04:27:02,win
2024-12-15 04:28:32,win
2024-12-15 04:30:06,lose
2024-12-15 04:31:38,lose
2024-12-15 04:33:07,win
2024-12-15 04:34:37,lose
2024-12-15 04:36:06,win
2024-12-15 04:37:33,win
2024-12-15 04:39:03,win
2024-12-15 04:40:37,lose
2024-12-15 04:42:06,lose
2024-12-15 04:43:37,lose
2024-12-15 04:45:02,win
2024-12-15 04:46:33,win
2024-12-15 04:48:03,win
2024-12-15 04:49:31,win
2024-12-15 04:51:07,win
2024-12-15 04:52:37,lose
2024-12-15 04:54:06,lose
2024-12-15 04:55:37,lose
2024-12-15 04:57:02,win
2024-12-15 04:58:32,lose
2024-12-15 05:00:05,lose
2024-12-15 05:01:37,lose
2024-12-15 05:03:03,lose
2024-12-15 05:04:36,lose
2024-12-15 05:06:08,win
2024-12-15 05:07:37,win
2024-12-15 05:09:06,win
2024-12-15 05:10:37,lose
2024-12-15 05:12:06,lose
2024-12-15 05:13:32,win
2024-12-15 05:15:02,lose
2024-12-15 05:16:33,win
2024-12-15 05:18:03,win
2024-12-15 05:19:31,win
2024-12-15 05:21:06,lose
2024-12-15 05:22:32,win
2024-12-15 05:24:03,lose
2024-12-15 05:25:37,lose
2024-12-15 05:27:03,win
2024-12-15 05:28:37,win
2024-12-15 05:30:05,win
2024-12-15 05:31:32,lose
2024-12-15 05:33:02,win
2024-12-15 05:34:36,lose
2024-12-15 05:36:07,win
2024-12-15 05:37:36,win
2024-12-15 05:39:07,win
2024-12-15 05:40:38,win
2024-12-15 05:42:07,win
2024-12-15 05:43:32,lose
2024-12-15 05:45:02,win
2024-12-15 05:46:31,win
2024-12-15 05:48:02,lose
2024-12-15 05:49:36,lose
2024-12-15 05:51:07,lose
2024-12-15 05:52:32,win
2024-12-15 05:54:02,win
2024-12-15 05:55:36,lose
2024-12-15 05:57:06,win
2024-12-15 05:58:33,lose
2024-12-15 06:00:07,win
2024-12-15 06:01:37,win
2024-12-15 06:03:08,lose
2024-12-15 06:04:36,lose
2024-12-15 06:06:08,lose
2024-12-15 06:07:37,lose
2024-12-15 06:09:06,win
2024-12-15 06:10:37,win
2024-12-15 06:12:08,win
2024-12-15 06:13:32,lose
2024-12-15 06:15:02,win
2024-12-15 06:16:32,lose
2024-12-15 06:18:06,lose
2024-12-15 06:19:36,win
2024-12-15 06:21:03,lose
2024-12-15 06:22:32,lose
2024-12-15 06:24:02,win
2024-12-15 06:25:32,lose
2024-12-15 06:27:01,lose
2024-12-15 06:28:37,win
2024-12-15 06:30:06,lose
2024-12-15 06:31:37,lose
2024-12-15 06:33:07,lose
2024-12-15 06:34:37,lose
2024-12-15 06:36:07,win
2024-12-15 06:37:33,win
2024-12-15 06:39:03,lose
2024-12-15 06:40:36,lose
2024-12-15 06:42:06,lose
2024-12-15 06:43:31,win
2024-12-15 06:45:02,win
2024-12-15 06:46:32,lose
2024-12-15 06:48:07,lose
2024-12-15 06:49:37,win
2024-12-15 06:51:06,lose
2024-12-15 06:52:36,lose
2024-12-15 06:54:02,win
2024-12-15 06:55:36,win
2024-12-15 06:57:03,win
2024-12-15 06:58:32,lose
2024-12-15 07:00:06,lose
2024-12-15 07:01:37,win
2024-12-15 07:03:07,lose
2024-12-15 07:04:38,lose
2024-12-15 07:06:07,win
2024-12-15 07:07:33,lose
2024-12-15 07:09:06,lose
2024-12-15 07:10:36,lose
2024-12-15 07:12:01,win
2024-12-15 07:13:32,win
2024-12-15 07:15:01,lose
2024-12-15 07:16:37,lose
2024-12-15 07:18:02,win
2024-12-15 07:19:36,win
2024-12-15 07:21:02,lose
2024-12-15 07:22:32,lose
2024-12-15 07:24:06,lose
2024-12-15 07:25:36,lose
2024-12-15 07:27:02,lose
2024-12-15 07:28:36,win
2024-12-15 07:30:06,win
2024-12-15 07:31:36,win
2024-12-15 07:33:06,win
2024-12-15 07:34:37,win
2024-12-15 07:36:07,lose
2024-12-15 07:37:37,win
2024-12-15 07:39:07,lose
2024-12-15 07:40:32,lose
2024-12-15 07:42:02,lose
2024-12-15 07:43:32,lose
2024-12-15 07:45:01,lose
2024-12-15 07:46:31,lose
2024-12-15 07:48:07,win
2024-12-15 07:49:36,win
2024-12-15 07:51:07,win
2024-12-15 07:52:32,win
2024-12-15 07:54:02,lose
2024-12-15 07:55:31,win
2024-12-15 07:57:07,lose
2024-12-15 07:58:37,win
2024-12-15 08:00:07,win
2024-12-15 08:01:38,win
2024-12-15 08:03:03,lose
2024-12-15 08:04:36,lose
2024-12-15 08:06:06,lose
2024-12-15 08:07:36,lose
2024-12-15 08:09:08,win
2024-12-15 08:10:31,win
2024-12-15 08:12:02,lose
2024-12-15 08:13:36,lose
2024-12-15 08:15:03,win
2024-12-15 08:16:32,win
2024-12-15 08:18:07,win
2024-12-15 08:19:33,win
2024-12-15 08:21:02,win
2024-12-15 08:22:32,win
2024-12-15 08:24:07,win
2024-12-15 08:25:33,win
2024-12-15 08:27:07,lose
2024-12-15 08:28:32,lose
2024-12-15 08:30:06,lose
2024-12-15 08:31:37,win
2024-12-15 08:33:08,lose
2024-12-15 08:34:38,win
2024-12-15 08:36:04,lose
2024-12-15 08:37:38,win
2024-12-15 08:39:03,win
2024-12-15 08:40:32,win
2024-12-15 08:42:03,win
2024-12-15 08:43:32,win
2024-12-15 08:45:03,lose
2024-12-15 08:46:33,win
2024-12-15 08:48:02,win
2024-12-15 08:49:38,win
2024-12-15 08:51:04,win
2024-12-15 08:52:32,win
2024-12-15 08:54:04,lose
2024-12-15 08:55:38,lose
2024-12-15 08:57:07,lose
2024-12-15 08:58:37,lose
2024-12-15 09:00:06,win
2024-12-15 09:01:33,lose
2024-12-15 09:03:05,win
2024-12-15 09:04:40,win
2024-12-15 09:06:05,win
2024-12-15 09:07:37,win
2024-12-15 09:09:04,win
2024-12-15 09:10:32,lose
2024-12-15 09:12:03,win
2024-12-15 09:13:32,win
2024-12-15 09:15:04,win
2024-12-15 09:16:32,lose
2024-12-15 09:18:03,lose
2024-12-15 09:19:33,win
2024-12-15 09:21:04,lose
2024-12-15 09:22:33,lose
2024-12-15 09:24:02,win
2024-12-15 09:25:38,win
2024-12-15 09:27:07,lose
2024-12-15 09:28:35,win
2024-12-15 09:30:07,win
2024-12-15 09:31:34,win
2024-12-15 09:33:03,lose
2024-12-15 09:34:37,win
2024-12-15 09:36:08,lose
2024-12-15 09:37:31,lose
2024-12-15 09:39:03,lose
2024-12-15 09:40:33,win
2024-12-15 09:42:03,lose
2024-12-15 09:43:31,lose
2024-12-15 09:45:01,lose
2024-12-15 09:46:37,lose
2024-12-15 09:48:03,win
2024-12-15 09:49:32,win
2024-12-15 09:51:04,win
2024-12-15 09:52:33,win
2024-12-15 09:54:07,lose
2024-12-15 09:55:38,lose
2024-12-15 09:57:04,win
2024-12-15 09:58:33,win
2024-12-15 10:00:03,lose
2024-12-15 10:01:37,lose
2024-12-15 10:03:08,lose
2024-12-15 10:04:37,lose
2024-12-15 10:06:08,win
2024-12-15 10:07:33,lose
2024-12-15 10:09:03,lose
2024-12-15 10:10:32,lose
2024-12-15 10:12:03,lose
2024-12-15 10:13:32,lose
2024-12-15 10:15:04,win
2024-12-15 10:16:32,lose
2024-12-15 10:18:08,lose
2024-12-15 10:19:38,lose
2024-12-15 10:21:07,lose
2024-12-15 10:22:33,lose
2024-12-15 10:24:04,lose
2024-12-15 10:25:32,lose
2024-12-15 10:27:08,win
2024-12-15 10:28:37,win
2024-12-15 10:30:06,lose
2024-12-15 10:31:37,win
2024-12-15 10:33:07,lose
2024-12-15 10:34:39,win
2024-12-15 10:36:03,win
2024-12-15 10:37:37,lose
2024-12-15 10:39:03,win
2024-12-15 10:40:32,lose
2024-12-15 10:42:02,lose
2024-12-15 10:43:37,win
2024-12-15 10:45:04,win
2024-12-15 10:46:33,lose
2024-12-15 10:48:03,win
2024-12-15 10:49:38,win
2024-12-15 10:51:03,win
2024-12-15 10:52:32,win
2024-12-15 10:54:07,lose
2024-12-15 10:55:38,lose
2024-12-15 10:57:07,lose
2024-12-15 10:58:33,lose
2024-12-15 11:00:08,win
2024-12-15 11:01:38,lose
2024-12-15 11:03:08,lose
2024-12-15 11:04:38,lose
2024-12-15 11:06:03,win
2024-12-15 11:07:31,lose
2024-12-15 11:09:03,win
2024-12-15 11:10:33,lose
2024-12-15 11:12:02,win
2024-12-15 11:13:37,win
2024-12-15 11:15:03,win
2024-12-15 11:16:33,win
2024-12-15 11:18:02,win
2024-12-15 11:19:32,lose
2024-12-15 11:21:08,lose
2024-12-15 11:22:34,lose
2024-12-15 11:24:03,win
2024-12-15 11:25:37,lose
2024-12-15 11:27:03,lose
2024-12-15 11:28:36,lose
2024-12-15 11:30:06,win
2024-12-15 11:31:38,lose
2024-12-15 11:33:09,win
2024-12-15 11:34:37,win
2024-12-15 11:36:03,lose
2024-12-15 11:37:33,win
2024-12-15 11:39:03,lose
2024-12-15 11:40:33,lose
2024-12-15 11:42:02,win
2024-12-15 11:43:32,lose
2024-12-15 11:45:02,win
2024-12-15 11:46:38,lose
2024-12-15 11:48:03,lose
2024-12-15 11:49:32,win
2024-12-15 11:51:03,win
2024-12-15 11:52:32,win
2024-12-15 11:54:05,win
2024-12-15 11:55:34,win
2024-12-15 11:57:08,lose
2024-12-15 11:58:38,win
2024-12-15 12:00:08,lose
2024-12-15 12:01:37,win
2024-12-15 12:03:08,win
2024-12-15 12:04:32,lose
2024-12-15 12:06:03,lose
2024-12-15 12:07:32,lose
2024-12-15 12:09:03,win
2024-12-15 12:10:32,lose
2024-12-15 12:12:08,lose
2024-12-15 12:13:33,lose
2024-12-15 12:15:04,win
2024-12-15 12:16:33,win
2024-12-15 12:18:03,win
2024-12-15 12:19:32,win
2024-12-15 12:21:03,win
2024-12-15 12:22:38,win
2024-12-15 12:24:08,win
2024-12-15 12:25:33,win
2024-12-15 12:27:04,win
2024-12-15 12:28:38,win
2024-12-15 12:30:08,lose
2024-12-15 12:31:33,win
2024-12-15 12:33:03,win
2024-12-15 12:34:33,lose
2024-12-15 12:36:01,lose
2024-12-15 12:37:32,lose
2024-12-15 12:39:04,win
2024-12-15 12:40:32,lose
2024-12-15 12:42:02,win
2024-12-15 12:43:33,lose
2024-12-15 12:45:07,lose
2024-12-15 12:46:38,win
2024-12-15 12:48:04,win
2024-12-15 12:49:37,lose
2024-12-15 12:51:03,win
2024-12-15 12:52:33,win
2024-12-15 12:54:05,lose
2024-12-15 12:55:38,lose
2024-12-15 12:57:07,win
2024-12-15 12:58:37,win
2024-12-15 13:00:08,win
2024-12-15 13:01:37,lose
2024-12-15 13:03:03,lose
2024-12-15 13:04:32,lose
2024-12-15 13:06:03,lose
2024-12-15 13:07:33,win
2024-12-15 13:09:02,lose
2024-12-15 13:10:33,win
2024-12-15 13:12:11,lose
2024-12-15 13:13:32,lose
2024-12-15 13:15:04,lose
2024-12-15 13:16:33,lose
2024-12-15 13:18:03,win
2024-12-15 13:19:37,win
2024-12-15 13:21:08,lose
2024-12-15 13:22:37,lose
2024-12-15 13:24:03,win
2024-12-15 13:25:38,lose
2024-12-15 13:27:08,lose
2024-12-15 13:28:37,lose
2024-12-15 13:30:08,win
2024-12-15 13:31:37,win
2024-12-15 13:33:03,win
2024-12-15 13:34:33,lose
2024-12-15 13:36:02,lose
2024-12-15 13:37:32,win
2024-12-15 13:39:07,win
2024-12-15 13:40:32,lose
2024-12-15 13:42:03,win
2024-12-15 13:43:34,lose
2024-12-15 13:45:03,lose
2024-12-15 13:46:37,lose
2024-12-15 13:48:03,lose
2024-12-15 13:49:40,lose
2024-12-15 13:51:03,lose
2024-12-15 13:52:37,win
2024-12-15 13:54:03,lose
2024-12-15 13:55:37,lose
2024-12-15 13:57:08,win
2024-12-15 13:58:32,lose
2024-12-15 14:00:08,lose
2024-12-15 14:01:31,lose
2024-12-15 14:03:03,lose
2024-12-15 14:04:32,lose
2024-12-15 14:06:02,lose
2024-12-15 14:07:33,win
2024-12-15 14:09:07,win
2024-12-15 14:10:33,lose
2024-12-15 14:12:02,win
2024-12-15 14:13:33,lose
2024-12-15 14:15:18,win
2024-12-15 14:16:38,lose
2024-12-15 14:18:09,lose
2024-12-15 14:19:38,lose
2024-12-15 14:21:08,win
2024-12-15 14:22:37,lose
2024-12-15 14:24:03,win
2024-12-15 14:25:40,win
2024-12-15 14:27:08,lose
2024-12-15 14:28:41,lose
2024-12-15 14:30:02,win
2024-12-15 14:31:33,win
2024-12-15 14:33:03,lose
2024-12-15 14:34:31,lose
2024-12-15 14:36:03,win
2024-12-15 14:37:32,win
2024-12-15 14:39:04,lose
2024-12-15 14:40:33,win
2024-12-15 14:42:07,lose
2024-12-15 14:43:37,win
2024-12-15 14:45:03,win
2024-12-15 14:46:37,lose
2024-12-15 14:48:03,win
2024-12-15 14:49:33,lose
2024-12-15 14:51:02,lose
2024-12-15 14:52:37,win
2024-12-15 14:54:08,win
2024-12-15 14:55:39,lose
2024-12-15 14:57:03,lose
2024-12-18 15:40:31,win
2024-12-18 15:42:07,lose
2024-12-18 15:43:38,win
2024-12-18 15:45:04,lose
2024-12-18 15:47:08,win
2024-12-18 15:48:04,lose
2024-12-18 15:49:37,win
2024-12-18 15:51:08,lose
2024-12-18 15:52:37,lose
2024-12-18 15:54:03,win
2024-12-18 15:55:38,lose
2024-12-18 15:57:08,win
2024-12-18 15:58:38,lose
2024-12-18 16:00:01,win
2024-12-18 16:01:32,win
2024-12-18 16:03:07,lose
2024-12-18 16:04:32,win
2024-12-18 16:06:03,win
2024-12-18 16:07:36,lose
2024-12-18 16:09:03,lose
2024-12-18 16:10:36,win
2024-12-18 16:12:07,lose
2024-12-28 12:21:18,win
2024-12-28 12:22:36,lose
2024-12-28 12:24:07,lose
2024-12-28 12:25:32,win
2024-12-28 12:27:01,lose
2024-12-28 12:28:32,lose
2024-12-28 12:30:01,win
2024-12-28 12:31:33,win
2024-12-28 12:33:06,lose
2024-12-28 12:34:46,lose
2024-12-28 12:34:50,win
2024-12-28 12:36:04,lose
2024-12-28 12:37:33,win
2024-12-28 12:39:07,win
2024-12-28 12:40:38,lose
2024-12-28 12:42:07,lose
2024-12-28 12:43:37,win
2024-12-28 12:45:07,lose
